title,description,keywords,cluster,x,y
Research Analyst,A Data Analyst Researcher conducts research and analysis using data to support academic or scientific inquiries. They contribute to research projects and publish findings.,"conducts, contribute, publish, data, analyst",75,17.69842,-3.1441033
Executive Assistant,"A Personal Assistant provides administrative support to individuals or executives. Their duties include managing schedules, arranging meetings, handling correspondence, and performing various tasks to enhance efficiency.","correspondence, enhance, schedules, personal, handling",89,12.311568,-1.9828943
Nurse Practitioner,"Family Nurse Practitioners specialize in family-centered healthcare, providing comprehensive medical care to individuals of all ages within a family context.","ages, centered, comprehensive, providing, nurse",109,27.387657,-2.468074
QA Analyst,"Performance Testing Specialists assess the performance of software applications by conducting load, stress, and scalability tests. They identify bottlenecks, optimize performance, and ensure software can handle user demands effectively.","conducting, ensure, assess, stress, bottlenecks",93,5.383138,-17.331573
Marketing Coordinator,"Event Marketing Coordinators focus on marketing events, including trade shows, exhibitions, and product launches, to maximize attendance and engagement.","trade, maximize, engagement, attendance, exhibitions",-1,19.642864,29.205572
Electrical Designer,"Electrical Engineers design and develop electrical systems and devices. They work on projects such as power generation, electronics, and control systems for various industries.","control, various, work, generation, engineers",60,2.3604195,6.242747
Chemical Analyst,"As an Analytical Chemist, your primary responsibility is to analyze chemical compounds and substances using various laboratory techniques and equipment. You will conduct experiments, interpret results, and generate reports. Your role may involve developing analytical methods, maintaining lab equipment, and adhering to safety protocols to ensure accurate and reliable analyses.","reports, safety, involve, compounds, analytical",15,7.504124,-4.217987
Event Coordinator,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.","coordinate, successful, selecting, budgets, venues",97,8.073902,24.80469
Brand Ambassador,"Brand Promoters are responsible for promoting a companys brand or products. They engage with the target audience, create marketing strategies, and build brand awareness.","create, awareness, strategies, target, promoters",64,14.629643,22.691013
Software Architect,"A Cloud Architect designs and manages cloud-based solutions, optimizing scalability, security, and performance while aligning them with the companys technology strategy.","aligning, based, optimizing, architect, cloud",62,-20.781208,12.767569
Public Relations Specialist,"Media Relations Specialists manage relationships with media outlets, crafting press releases, organizing media coverage, and handling public relations efforts.","crafting, coverage, outlets, press, relationships",-1,2.7494452,16.903269
IT Support Specialist,"IT Systems Administrators manage and maintain an organizations IT infrastructure, including servers, networks, and security systems.","including, networks, maintain, security, administrators",120,2.062937,-10.448712
Architect,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.","considering, safety, standards, create, structures",98,5.91938,-9.901111
Network Technician,"Network Security Specialists focus on network security. They implement security measures, monitor for threats, and respond to security incidents to protect network integrity.","respond, measures, specialists, protect, network",69,8.035778,-8.923335
Sales Consultant,"B2B Sales Consultants specialize in business-to-business sales. They identify and target potential corporate clients, negotiate contracts, and build long-term relationships to drive sales growth in the B2B market.","long, target, specialize, growth, consultants",-1,17.323982,17.952566
Chemical Analyst,"As an Analytical Chemist, your primary responsibility is to analyze chemical compounds and substances using various laboratory techniques and equipment. You will conduct experiments, interpret results, and generate reports. Your role may involve developing analytical methods, maintaining lab equipment, and adhering to safety protocols to ensure accurate and reliable analyses.","reports, safety, involve, compounds, analytical",15,7.504993,-4.218478
Graphic Designer,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.","teams, appealing, user, prototypes, interfaces",61,-3.996961,21.159552
Social Worker,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.","provide, assess, work, children, safety",-1,16.051233,-18.136211
Procurement Manager,"Analyze procurement data, identify cost-saving opportunities, and support the procurement process.","support, saving, analyze, cost, procurement",159,-2.3953578,0.61424196
Account Executive,"An Advertising Account Executive works in advertising agencies, managing client accounts and overseeing the creation and execution of advertising campaigns.","creation, works, client, campaigns, overseeing",-1,3.2198012,3.2774646
HR Generalist,"HR Coordinators assist in HR functions such as recruitment, onboarding, and employee record maintenance. They often handle administrative tasks, organize training programs, and provide support to the HR department in various ways.","record, various, onboarding, functions, hr",-1,9.770811,-16.732132
Back-End Developer,"A Server Developer specializes in developing and maintaining server-side applications and systems, ensuring efficient data processing and server functionality.","efficient, data, specializes, developing, server",-1,-18.766531,9.111889
Chemical Engineer,"Conduct research, design experiments, and develop innovative products or technologies in various industries.","various, conduct, experiments, develop, industries",15,-8.29543,15.944557
Data Engineer,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.","valuable, including, extract, platforms, manages",14,-10.731281,12.037285
Aerospace Engineer,Systems Engineers design and manage complex systems and infrastructure. They integrate various components and technologies to ensure optimal system performance and reliability.,"ensure, various, integrate, optimal, manage",132,-19.342043,-11.028002
Financial Advisor,"Investment Advisors offer financial advice to clients, helping them make investment decisions, manage portfolios, and achieve their financial goals.","offer, goals, manage, advice, portfolios",147,21.265774,12.32165
Customer Service Manager,"Service Quality Assurance Managers monitor and evaluate service quality in an organization. They develop quality standards, conduct audits, analyze customer feedback, and implement improvements to ensure consistent high-quality service delivery.","high, ensure, monitor, evaluate, organization",-1,-1.518348,-21.332247
IT Administrator,"System Administrators manage and maintain computer systems and networks. They handle software installations, security measures, and troubleshooting to ensure system reliability.","ensure, handle, measures, troubleshooting, installations",105,-7.384254,-21.951738
Environmental Engineer,"A Sustainability Specialist promotes sustainability initiatives within organizations, develops sustainability programs, and helps reduce environmental impacts while increasing efficiency.","develops, helps, efficiency, specialist, sustainability",78,6.4476056,10.471749
Litigation Attorney,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.","civil, prepare, represent, clients, trials",-1,21.738497,-6.1916385
Investment Banker,"A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning.","generates, support, conducts, insights, budgeting",141,-2.045094,6.2227025
Landscape Architect,Create aesthetically pleasing and functional landscape designs for residential properties.,"functional, create, pleasing, properties, landscape",118,-0.54916704,28.847307
Sales Manager,"Manage key client accounts, build strong relationships, and drive revenue growth.","build, relationships, key, manage, revenue",124,7.0504494,15.5600815
Dental Hygienist,A Periodontal Therapist specializes in treating gum diseases and conditions. They perform procedures such as scaling and root planing to improve oral health and prevent tooth loss.,"planing, diseases, scaling, specializes, periodontal",0,23.25449,-5.3536186
Legal Assistant,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.","preparation, assist, legal, document, departments",91,10.489379,-13.903188
Digital Marketing Specialist,"Email Marketing Specialists design and execute email marketing campaigns. They create email content, segment email lists, and analyze campaign performance to achieve marketing goals and engage subscribers.","segment, execute, specialists, campaigns, email",139,9.8361845,17.820675
Financial Analyst,"Financial Planners help clients achieve their financial goals by providing personalized financial advice and investment strategies. They assess clients financial situations, develop financial plans, and offer recommendations on savings, investments, and retirement planning.","help, assess, personalized, retirement, planners",31,24.361351,5.409331
Paralegal,"Assist in litigation cases, including document preparation, legal research, and trial support.","including, preparation, assist, document, litigation",91,18.341503,-18.001019
SEM Specialist,"Search Engine Marketers optimize online content for search engines. They use SEO strategies to improve website rankings, increase organic traffic, and enhance online visibility.","organic, online, increase, visibility, strategies",63,2.6170251,23.936539
Interior Designer,"A Residential Interior Designer plans and designs interior spaces in homes. They select furnishings, colors, and layouts to create functional and aesthetically pleasing environments.","select, pleasing, functional, homes, layouts",129,24.677147,25.912668
Network Engineer,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","optimal, monitor, configure, security, organizations",59,-12.448452,-5.6085815
Legal Counsel,"An Intellectual Property Lawyer specializes in protecting and managing intellectual property rights, including patents, trademarks, and copyrights. They provide legal advice, handle trademark registration, patent applications, and enforce IP rights.","advice, registration, specializes, copyrights, intellectual",9,-2.4451656,8.462376
Teacher,"A Special Education Teacher works with students who have disabilities, tailoring instruction to meet their unique needs and ensuring they have access to a quality education.","works, unique, tailoring, students, disabilities",-1,30.268908,11.453718
Software Tester,A Performance Tester assesses the performance and scalability of software applications. They conduct load and stress testing to identify bottlenecks and optimize performance.,"conduct, identify, stress, tester, bottlenecks",94,-6.687323,-6.572652
Purchasing Agent,"A Procurement Specialist manages procurement processes, negotiates with suppliers, and ensures cost-effective purchasing of goods and services to meet organizational needs.","meet, cost, processes, ensures, specialist",160,10.266492,-18.711136
Finance Manager,"Treasury Managers manage a companys treasury operations. They oversee cash management, investments, and financial risk management to maintain liquidity and financial stability.","stability, risk, cash, companys, oversee",-1,-2.6697154,-3.290952
Speech Therapist,Adult Speech Therapists work with adults to address speech and language disorders. They provide therapy and support to improve communication and enhance quality of life.,"address, enhance, therapy, speech, adults",47,34.51636,9.804664
Psychologist,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge.","collect, inform, fields, analyze, psychologists",-1,21.904156,3.7439342
Supply Chain Manager,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,"ensure, levels, costs, analyzes, forecast",119,-10.991032,-11.181941
Marketing Manager,"Digital Marketing Managers lead digital marketing efforts, including SEO, SEM, social media, email marketing, and content strategy. They develop and execute digital marketing campaigns to increase brand awareness, drive traffic, and generate leads or sales.","generate, traffic, efforts, email, brand",-1,-3.1727195,29.048845
IT Support Specialist,"Desktop Support Technicians troubleshoot and maintain desktop computer systems, resolving hardware and software problems for users.","resolving, maintain, troubleshoot, desktop, technicians",117,7.9168572,-22.359217
Sales Representative,"Inside Sales Representatives are responsible for selling products or services to customers over the phone or through online channels. They engage with leads, answer customer inquiries, and use persuasive communication to close sales and meet revenue targets.","online, meet, targets, persuasive, revenue",76,16.552332,32.261013
Network Security Specialist,"A Security Consultant is responsible for assessing an organizations security infrastructure, identifying vulnerabilities, and recommending solutions to enhance security. They conduct risk assessments, implement security measures, and provide guidance on security policies and procedures.","enhance, provide, measures, recommending, vulnerabilities",-1,4.12781,14.031031
UX/UI Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","overall, websites, conduct, intuitive, create",82,2.6472716,27.057898
Physician Assistant,"Provide medical care under the supervision of physicians, conduct examinations, diagnose and treat patients.","conduct, treat, diagnose, provide, examinations",113,25.817505,-8.840288
Electrical Engineer,"Electronics Hardware Engineers develop and design electronic components and systems, from circuit boards to hardware prototypes, ensuring functionality and performance.","ensuring, performance, boards, circuit, prototypes",55,-17.780895,-2.2527719
Pharmaceutical Sales Representative,"Sales Representatives promote and sell products or services to customers, build relationships, and meet sales targets through effective communication and negotiation.","build, effective, relationships, representatives, sell",124,19.352367,15.917726
Graphic Designer,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.","teams, appealing, user, prototypes, interfaces",61,-3.9863393,21.168612
Pediatrician,"General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being.","offer, preventive, educate, diagnose, infants",110,30.076363,-12.490964
Marketing Specialist,"Content Marketing Managers oversee the creation and distribution of content to attract and engage customers. They develop content strategies, manage content teams, and track performance metrics to optimize content marketing efforts.","metrics, engage, oversee, teams, distribution",155,-8.608215,4.5899496
Architect,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.","considering, safety, standards, create, structures",98,5.91086,-9.909417
Supply Chain Manager,"A Logistics Manager oversees the movement and storage of goods in a supply chain. They plan, implement, and manage the efficient transportation and distribution of products.","plan, movement, storage, distribution, oversees",37,-13.223655,2.428188
Market Analyst,Competitive Intelligence Analysts gather data on competitors and industry trends. They analyze information to help businesses make informed decisions and gain a competitive edge.,"make, informed, edge, trends, analyze",137,-12.619493,29.085365
Nurse Manager,"Nurse Educators are responsible for teaching and mentoring nursing students and healthcare professionals. They develop and deliver educational programs, assess learning outcomes, and ensure the competence of nursing staff.","ensure, deliver, assess, students, nursing",115,19.99488,-15.471263
Interior Designer,"A Residential Interior Designer plans and designs interior spaces in homes. They select furnishings, colors, and layouts to create functional and aesthetically pleasing environments.","select, pleasing, functional, homes, layouts",129,24.677044,25.91239
Art Teacher,"An Art Education Coordinator plans and manages art education programs, curriculum development, and educational outreach to promote art appreciation and learning within communities.","appreciation, plans, manages, curriculum, art",16,26.679394,16.341988
Investment Banker,"A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning.","generates, support, conducts, insights, budgeting",141,-2.0099728,6.187924
Family Nurse Practitioner,"Pediatric Nurse Practitioners specialize in pediatric care. They provide healthcare to children, including diagnosis, treatment, and preventive care.","including, preventive, diagnosis, specialize, children",110,32.479656,-8.683094
Art Director,"Creative Directors lead creative teams in developing visual and conceptual designs for various media, ensuring brand consistency and artistic quality.","consistency, lead, conceptual, directors, creative",-1,15.083805,18.295963
HR Coordinator,"Training Coordinators design and implement employee training programs. They assess training needs, develop training materials, and facilitate training sessions to enhance employees skills and knowledge.","materials, enhance, assess, sessions, employee",95,17.433388,4.3285174
Front-End Engineer,"UI/UX Front-End Developers focus on creating user-friendly and visually appealing interfaces for web and mobile applications. They work on user experience design, responsive layouts, and front-end development to optimize user interactions.","optimize, appealing, user, interfaces, responsive",123,-14.617631,21.480333
Nurse Manager,"Nurse Educators are responsible for teaching and mentoring nursing students and healthcare professionals. They develop and deliver educational programs, assess learning outcomes, and ensure the competence of nursing staff.","ensure, deliver, assess, students, nursing",115,19.994757,-15.471421
IT Support Specialist,"Help Desk Support Specialists provide technical assistance and support to end-users, resolving IT issues and ensuring smooth operations.","end, resolving, ensuring, desk, technical",117,4.831679,-23.836527
Human Resources Manager,"HR Generalists handle various HR functions, including recruitment, employee relations, benefits administration, and HR compliance. They serve as a resource for employees and management, ensuring HR policies and practices align with organizational goals and legal requirements.","handle, requirements, relations, benefits, generalists",-1,9.2214775,0.7851234
Purchasing Agent,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability.","movements, availability, coordinates, oversees, optimizes",38,-11.50146,-1.4132111
Human Resources Manager,"Talent Acquisition Managers oversee the recruitment and hiring process. They develop recruitment strategies, source candidates, conduct interviews, and collaborate with hiring managers to attract and hire qualified talent to meet the organizations staffing needs.","needs, meet, develop, candidates, oversee",162,15.883185,-2.0665476
Quality Assurance Analyst,"QA Testers assess software and applications for defects and quality issues. They conduct testing procedures, report bugs, and work with development teams to ensure the delivery of high-quality software products.","high, ensure, teams, applications, defects",-1,-9.169714,-20.498833
Human Resources Manager,"Employee Relations Specialists focus on maintaining positive relationships between employees and the organization. They address workplace issues, conduct investigations, mediate conflicts, and promote a healthy and productive work environment.","healthy, address, conduct, conflicts, employee",13,20.795776,-13.31183
Legal Advisor,"As a Legal Counsel, your responsibilities include providing legal advice, drafting contracts, and ensuring compliance with laws and regulations. You will represent the company in legal matters, negotiate agreements, and mitigate legal risks. Your role involves staying informed about changes in the law and advising management on legal issues affecting the business.","represent, advice, negotiate, providing, regulations",-1,14.236389,-11.320501
UX/UI Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","overall, websites, conduct, intuitive, create",82,2.6117003,27.09231
Systems Administrator,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.","end, setting, maintaining, troubleshooting, hardware",117,-10.9346,-14.774078
Sales Manager,"Oversee sales operations within a specific region, develop sales plans, and manage regional sales teams.","specific, develop, teams, oversee, sales",-1,4.2342343,15.796232
Technical Writer,"Documentation Specialists create and manage documents, manuals, or technical materials. They ensure accuracy, consistency, and accessibility of documentation.","ensure, accuracy, materials, manage, documentation",149,-2.2914324,-19.404968
Social Worker,"Support students social and emotional well-being in schools, collaborate with educators, and connect families with resources.","connect, resources, emotional, families, students",-1,27.317144,18.923931
Human Resources Manager,"Talent Acquisition Managers oversee the recruitment and hiring process. They develop recruitment strategies, source candidates, conduct interviews, and collaborate with hiring managers to attract and hire qualified talent to meet the organizations staffing needs.","needs, meet, develop, candidates, oversee",162,15.888002,-2.0670214
Physician Assistant,"Assist surgeons in the operating room, perform pre- and post-operative care, and collaborate on surgical procedures.","pre, room, collaborate, assist, surgeons",18,24.019014,2.123191
Occupational Therapist,A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.,"works, quality, independence, occupational, elderly",-1,20.039955,7.2051096
SEO Specialist,"Technical SEO Specialists optimize website infrastructure, addressing issues like site speed, mobile-friendliness, and structured data to enhance search engine visibility.","like, friendliness, addressing, site, optimize",-1,-3.0479677,11.267712
Investment Banker,"A Mergers and Acquisitions Advisor assists in evaluating potential mergers and acquisitions, conducting due diligence, and providing strategic recommendations for corporate transactions.","conducting, recommendations, assists, diligence, mergers",45,-7.506879,20.315334
Process Engineer,"Chemical Engineers design and oversee processes for the production of chemicals and related products. They conduct experiments, analyze data, and develop processes to optimize production, ensure safety, and minimize environmental impact.","ensure, minimize, data, oversee, environmental",132,-16.622927,-18.056358
Digital Marketing Specialist,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","conduct, online, organic, specialists, optimize",63,18.87139,5.982581
Event Planner,"Event Coordinators plan and execute various events, including conferences, parties, and meetings, managing logistics, budgets, and vendor relationships.","including, relationships, execute, vendor, conferences",125,6.043342,7.9204054
Event Coordinator,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.","coordinate, successful, selecting, budgets, venues",97,8.101617,24.833082
Project Coordinator,"Administrative Coordinators support administrative tasks, including data entry, scheduling, and document management, to enhance organizational efficiency.","including, enhance, document, data, scheduling",86,-10.021647,-2.8341553
Marketing Director,"Marketing Communications Directors manage marketing communication efforts. They oversee messaging, branding, and promotional activities to effectively reach target audiences.","activities, target, oversee, branding, messaging",-1,-3.3240085,24.250372
Structural Engineer,"A Bridge Engineer specializes in designing and maintaining bridges, ensuring their structural integrity, safety, and compliance with engineering standards and regulations.","regulations, integrity, structural, specializes, bridge",99,-3.941231,-10.077827
Network Technician,"Network Security Specialists focus on network security. They implement security measures, monitor for threats, and respond to security incidents to protect network integrity.","respond, measures, specialists, protect, network",69,8.022665,-8.938117
Veterinarian,"Provide medical care and treatment to exotic animals, diagnose illnesses, perform surgeries, and educate owners on animal care.","diagnose, perform, exotic, educate, animals",36,29.372713,-1.6652403
IT Support Specialist,"Desktop Support Technicians troubleshoot and maintain desktop computer systems, resolving hardware and software problems for users.","resolving, maintain, troubleshoot, desktop, technicians",117,7.9073615,-22.34719
Data Entry Clerk,"An Administrative Assistant provides administrative support to the organization, including scheduling, document management, and assisting in day-to-day operations.","including, day, document, scheduling, assisting",86,13.669536,-3.8042066
Financial Advisor,"Retirement Planners assist clients in planning for retirement, including savings strategies, pension options, and retirement income planning.","including, assist, clients, retirement, planners",33,26.802427,0.27315512
Research Analyst,"A Social Science Researcher conducts research in fields such as sociology, psychology, or anthropology to study human behavior and social phenomena, contributing to academic knowledge.","contributing, fields, conducts, human, sociology",75,26.8004,12.549151
Business Development Manager,"A Market Expansion Manager strategizes and executes plans to expand the companys presence in new markets, identifying growth opportunities and optimizing market penetration.","new, presence, executes, optimizing, markets",-1,-0.15417679,20.755627
Network Security Specialist,"SOC Analysts work in security operations centers. They monitor and respond to security incidents, analyze threats, and implement security protocols to protect an organizations assets.","protect, monitor, assets, centers, protocols",66,-10.920093,-8.049401
Business Development Manager,"A Sales Manager leads and guides the sales team, sets sales targets, develops sales strategies, and monitors performance to achieve revenue and growth objectives.","sets, monitors, team, growth, guides",-1,1.4491779,8.170068
Market Research Analyst,"A Market Researcher gathers and analyzes market data to provide insights on consumer behavior, market trends, and competitor activities, aiding in informed business decisions.","provide, gathers, decisions, analyzes, trends",143,-6.54542,5.016127
IT Manager,"An IT Director oversees an organizations IT department and technology infrastructure. They develop IT strategies, manage budgets, and ensure IT systems support business objectives.","ensure, support, budgets, objectives, director",163,0.15127249,-24.38529
Physical Therapist,"Focus on the physical therapy needs of elderly patients, addressing mobility and age-related conditions.","addressing, conditions, therapy, physical, elderly",-1,33.79442,1.138191
UI Developer,A UX/UI Designer focuses on enhancing user experiences by designing intuitive interfaces. They consider user needs and preferences to create visually appealing and functional designs.,"focuses, functional, create, intuitive, preferences",56,-6.036523,31.359762
Account Executive,"An Advertising Account Executive works in advertising agencies, managing client accounts and overseeing the creation and execution of advertising campaigns.","creation, works, client, campaigns, overseeing",-1,3.2088828,3.288969
Account Executive,"A Sales Account Executive is responsible for acquiring and managing business accounts. They identify sales opportunities, negotiate contracts, and meet revenue targets.","meet, identify, targets, contracts, executive",156,12.406699,4.0480447
UI Developer,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"elements, end, specializes, websites, interact",7,-11.74032,18.87891
Project Manager,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders.","status, execute, define, risks, budgets",142,3.4017472,-8.452524
Marketing Coordinator,"Marketing Specialists develop and implement marketing campaigns, analyze market trends, and promote products or services to target audiences.","implement, target, analyze, specialists, trends",-1,-9.929622,8.286196
Structural Engineer,"A Construction Engineer manages construction projects, oversees project planning, budgets, and construction activities, and ensures projects are completed on time and within budget.","completed, budget, ensures, activities, engineer",160,-6.571992,-13.17442
Wedding Planner,"A Wedding Consultant assists couples in planning and coordinating their weddings, helping them with vendor selection, budget management, and ensuring a seamless wedding day experience.","day, selection, assists, consultant, wedding",52,20.689484,2.7087095
Account Executive,"A Sales Account Executive is responsible for acquiring and managing business accounts. They identify sales opportunities, negotiate contracts, and meet revenue targets.","meet, identify, targets, contracts, executive",156,12.406746,4.047173
Electrical Engineer,"Electronics Hardware Engineers develop and design electronic components and systems, from circuit boards to hardware prototypes, ensuring functionality and performance.","ensuring, performance, boards, circuit, prototypes",55,-17.781033,-2.2528954
Psychologist,"School Psychologists work in educational settings, supporting students emotional and academic development. They provide counseling and assessments to enhance learning outcomes.","settings, enhance, outcomes, supporting, students",46,26.996914,10.635576
Data Entry Clerk,"A Record Keeper is responsible for maintaining accurate records and databases, ensuring data integrity, and assisting in data retrieval when needed.","needed, accurate, assisting, databases, integrity",57,2.9681835,-25.403715
Project Manager,"The Agile Project Manager leads Agile teams, facilitating effective project development and delivery. They use Agile methodologies to manage tasks, prioritize work, and adapt to changing requirements while fostering collaboration among team members.","requirements, members, effective, prioritize, agile",10,-7.7407565,0.067878366
Social Media Manager,"Social Media Strategists develop and execute social media strategies to achieve marketing goals. They analyze social media trends, create content calendars, and measure the effectiveness of social media campaigns.","execute, measure, calendars, social, trends",-1,7.905632,8.79115
Art Director,"Visual Designers create visual content, including graphics, illustrations, and layouts, to convey messages and enhance brand identity.","including, identity, convey, brand, layouts",83,4.916974,20.139444
Speech Therapist,Adult Speech Therapists work with adults to address speech and language disorders. They provide therapy and support to improve communication and enhance quality of life.,"address, enhance, therapy, speech, adults",47,34.51634,9.804691
Database Developer,"SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security.","ensure, optimize, structured, query, developers",131,-22.264212,-7.7312927
Customer Success Manager,"An Account Manager builds and maintains relationships with clients or customers, ensuring their needs are met and promoting products or services to drive revenue and growth.","builds, met, relationships, revenue, maintains",124,7.129872,15.6400385
Research Analyst,"A Social Science Researcher conducts research in fields such as sociology, psychology, or anthropology to study human behavior and social phenomena, contributing to academic knowledge.","contributing, fields, conducts, human, sociology",75,26.800835,12.547516
Email Marketing Specialist,"Implement and manage marketing automation tools, workflows, and campaigns to streamline marketing efforts.","implement, streamline, manage, campaigns, automation",-1,-3.428898,12.55738
UX/UI Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"specialize, considering, responses, digital, interfaces",23,-4.832267,9.703786
HR Coordinator,"Training Coordinators design and implement employee training programs. They assess training needs, develop training materials, and facilitate training sessions to enhance employees skills and knowledge.","materials, enhance, assess, sessions, employee",95,17.429844,4.332305
Paralegal,"Assist in real estate transactions, including title searches, closings, and contract preparation.","real, including, preparation, searches, estate",-1,12.274989,19.816538
Software Tester,An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.,"create, performance, applications, execute, tester",35,-13.917018,4.855846
Finance Manager,"Accounting Managers supervise accounting teams. They ensure accurate financial reporting, manage budgets, and oversee financial transactions and compliance with accounting standards.","accurate, standards, teams, oversee, transactions",-1,-1.4376268,-9.309129
Network Administrator,"Protect an organizations computer networks and systems from security threats, monitor network traffic, and respond to incidents.","respond, monitor, traffic, organizations, protect",67,6.4868045,-19.979599
Personal Assistant,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency.","ensure, correspondence, personal, efficiency, secretaries",70,21.296505,-19.95963
Chemical Analyst,"As an Analytical Chemist, your primary responsibility is to analyze chemical compounds and substances using various laboratory techniques and equipment. You will conduct experiments, interpret results, and generate reports. Your role may involve developing analytical methods, maintaining lab equipment, and adhering to safety protocols to ensure accurate and reliable analyses.","reports, safety, involve, compounds, analytical",15,7.5081224,-4.2222075
Mechanical Engineer,"HVAC Engineers specialize in heating, ventilation, and air conditioning systems, designing efficient HVAC solutions for buildings and facilities.","solutions, conditioning, specialize, designing, ventilation",3,0.99238425,0.2796965
Procurement Specialist,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","effective, cost, relationships, oversee, procurement",158,-1.197121,3.5658529
Operations Manager,"Supply Chain Managers manage the end-to-end supply chain process, from procurement to distribution. They optimize logistics, reduce costs, and ensure the efficient flow of products or services to meet customer demand.","meet, end, distribution, optimize, procurement",121,-0.33846107,16.442156
Financial Advisor,"Investment Advisors offer financial advice to clients, helping them make investment decisions, manage portfolios, and achieve their financial goals.","offer, goals, manage, advice, portfolios",147,21.25839,12.315746
Web Designer,"Frontend Web Designers create the visual elements and user interfaces of websites. They use HTML, CSS, and JavaScript to design responsive, user-friendly web pages, ensuring a seamless and visually appealing online experience.","experience, user, interfaces, responsive, javascript",123,-5.6500278,27.206915
Physical Therapist,"Focus on the physical therapy needs of elderly patients, addressing mobility and age-related conditions.","addressing, conditions, therapy, physical, elderly",-1,33.796204,1.1367387
Business Analyst,"IT Business Analysts bridge the gap between business needs and technology solutions. They analyze business processes, gather requirements, and create solutions that align with organizational goals.","bridge, gap, processes, requirements, analysts",100,-18.8578,-3.7240288
Nurse Manager,"Nursing Directors oversee nursing departments in healthcare facilities. They manage nursing staff, develop policies and procedures, and ensure the delivery of high-quality patient care while adhering to regulatory standards.","high, ensure, procedures, directors, nursing",115,23.46404,-15.10207
Digital Marketing Specialist,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","conduct, online, organic, specialists, optimize",63,19.623907,10.884439
Systems Administrator,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","efficient, troubleshooting, integrity, databases, administrators",58,-2.0437682,-25.043737
Financial Controller,"Finance Managers oversee an organizations financial operations, including budgeting, financial reporting, and investment management. They analyze financial data, make strategic financial decisions, and ensure compliance with financial regulations.","make, including, data, compliance, oversee",-1,-3.1743922,-16.69186
Systems Analyst,"An IT Analyst assesses and analyzes IT systems, identifying areas for improvement, implementing technology solutions, and providing technical support to users and departments.","departments, solutions, implementing, technical, assesses",140,0.25169572,-8.10178
